,TERM,COST,MEAN
2379,how,3.38,3.38
2380,how's,8.95,8.95
2381,however,3.99,3.99
2382,hug,7.49,7.49
2383,huge,32.95,32.95
2384,hugs,"['$3.49', '$5.84']",4.665
2385,huh,$16.0,16.0
2386,human,11.4,11.4
2387,humanity,12.0,12.0
2388,humans,29.99,29.99
2389,humble,"['$12.0', '$38.0', '$67.0', '$135.0', '$179.0', '$900.0', '$900.0']",318.7142857142857
2390,humbling,"['$11.0', '$11.16', '$11.66', '$12.0', '$12.0', '$35.0', '$60.89', '$67.0', '$132.0', '$260.0']",61.271
2391,humor,10.95,10.95
2392,hundred,21.87,21.87
2393,hundreds,20.0,20.0
2394,hung,49.95,49.95
2395,hungrier,1.0,1.0
2396,hunt,"['$2.0', '$5.0', '$10.0', '$12.7', '$48.34', '$50.0', '$169.05', '$200.0', '$200.0', '$300.0', '$350.0', '$372.0', '$500.0', '$500.0', '$1500.0', '$2500.0', '$6000.0']",748.1817647058824
2397,hurt,2.99,2.99
2398,hurtful,4.09,4.09
2399,hurting,39.99,39.99
2400,hurts,19.99,19.99
2401,husband,12.0,12.0
2402,hustle,17.0,17.0
2403,hustled,34.99,34.99
2404,hybrid,101.99,101.99
2405,i,"['$2.96 ', ' $3.21 ', ' $3.27 ', ' $3.31 ', ' $3.36 ', ' $3.4 ', ' $3.54 ', ' $4.01 ', ' $4.01 ', ' $4.08 ', ' $4.08 ', ' $8.99 ', ' $9.29 ', ' $10.62 ', ' $18.8']",5.795333333333333
2406,i'll,42.33,42.33
2407,ice,7.98,7.98
2408,idea,24.99,24.99
2409,ideal,,
2410,ideally,39.99,39.99
2411,ideas,189.2,189.2
2412,identified,51.0,51.0
2413,identify,13.0,13.0
2414,identifying,19.16,19.16
2415,idiot,4.99,4.99
2416,idiots,14.28,14.28
2417,if,19.99,19.99
2418,ignorance,15.24,15.24
2419,ignore,$20.0,20.0
2420,illegal,9.99,9.99
2421,illegally,11.99,11.99
2422,illness,0.99,0.99
2423,illusion,8.98,8.98
2424,illustration,299.99,299.99
2425,image,35.89,35.89
2426,images,35.95,35.95
2427,imagination,24.95,24.95
2428,imagine,0.99,0.99
2429,imitate,24.99,24.99
2430,immediate,40.0,40.0
2431,immediately,99.0,99.0
2432,immigrant,15.0,15.0
2433,immigrated,19.88,19.88
2434,immutable,4.09,4.09
2435,impact,,
2436,impacted,,
2437,imperfect,19.9,19.9
2438,implement,124.0,124.0
2439,implementation,4.23,4.23
2440,implemented,15.0,15.0
2441,implication,10.28,10.28
2442,important,37.34,37.34
2443,importantly,17.95,17.95
2444,importing,13.99,13.99
2445,impossible,39.4,39.4
2446,impress,5.0,5.0
2447,impressive,9.95,9.95
2448,improve,5.42,5.42
2449,improved,18.0,18.0
2450,improvement,63.99,63.99
2451,improving,4.49,4.49
2452,in,8.29,8.29
2453,ina,80.0,80.0
2454,inappropriate,12.95,12.95
2455,incentives,9.99,9.99
2456,inclined,134.99,134.99
2457,including,217.99,217.99
2458,inclusive,1.0,1.0
2459,income,699.0,699.0
2460,incomes,29.98,29.98
2461,incoming,2.25,2.25
2462,incorporate,33.95,33.95
2463,incorporating,24.0,24.0
2464,increase,11.99,11.99
2465,increased,6.69,6.69
2466,increasing,6.69,6.69
2467,incredible,24.99,24.99
2468,incredibly,24.99,24.99
2469,independence,3.99,3.99
2470,independent,"['$595000.0', '$3875000.0']",2235000.0
2471,independently,12.0,12.0
2472,indexes,22.99,22.99
2473,individual,59.99,59.99
2474,individually,27.99,27.99
2475,individuals,7.49,7.49
2476,induce,33.91,33.91
2477,industrial,55.19,55.19
2478,industries,14.95,14.95
2479,industry,7.95,7.95
2480,inept,5.0,5.0
2481,inevitably,19.0,19.0
2482,infamous,15.99,15.99
2483,infancy,3.0,3.0
2484,infant,12.79,12.79
2485,infections,14.99,14.99
2486,infinite,8.0,8.0
2487,inflate,49.99,49.99
2488,inflated,22.99,22.99
2489,inflation,5.5,5.5
2490,inflection,10.0,10.0
2491,influence,2.97,2.97
2492,influenced,34.5,34.5
2493,infomercial,40.0,40.0
2494,infomercials,6.68,6.68
2495,information,11.99,11.99
2496,informed,9.99,9.99
2497,infrastructure,16.52,16.52
2498,inhere,$3.99,3.99
2499,initial,,
2500,initially,2.88,2.88
2501,initiatives,109.99,109.99
2502,inject,33.95,33.95
2503,inner,"['$1.33', '$2.0', '$2.08', '$4.0', '$5.0', '$8.0', '$15.0', '$20.0', '$20.0', '$30.0', '$40.0', '$50.0', '$60.0', '$109.0', '$115.0', '$120.0', '$150.0', '$150.0', '$250.0', '$250.0', '$450.0']",88.16238095238094
2504,innovate,160.9,160.9
2505,innovation,5.95,5.95
2506,innovative,62.9,62.9
2507,ins,18.93,18.93
2508,insane,5.89,5.89
2509,insanely,22.95,22.95
2510,insecure,18.01,18.01
2511,insert,34.99,34.99
2512,inside,5.12,5.12
2513,insider,8.5,8.5
2514,insight,89.99,89.99
2515,insights,5.75,5.75
2516,inspiration,12.0,12.0
2517,inspire,1099.0,1099.0
2518,inspired,65.0,65.0
2519,inspiring,9.95,9.95
2520,instant,6.5,6.5
2521,instantly,39.95,39.95
2522,instead,147.99,147.99
2523,instill,36.0,36.0
2524,institutions,89.95,89.95
2525,instructor,14.99,14.99
2526,instructors,25.0,25.0
2527,instrumental,15.5,15.5
2528,insult,8.09,8.09
2529,insurance,9.99,9.99
2530,integrate,479.99,479.99
2531,integrated,199.0,199.0
2532,integration,49.95,49.95
2533,intelligence,14.95,14.95
2534,intent,86.38,86.38
2535,intention,34.95,34.95
2536,intentionally,150.0,150.0
2537,interact,13.0,13.0
2538,interacting,7.88,7.88
2539,interaction,6.99,6.99
2540,interactions,31.0,31.0
2541,interactive,15.95,15.95
2542,interchange,11.1,11.1
2543,interchangeable,26.36,26.36
2544,interconnection,40.0,40.0
2545,interest,14.95,14.95
2546,interested,12.99,12.99
2547,interesting,5.11,5.11
2548,interests,2.39,2.39
2549,interface,159.99,159.99
2550,interior,84.54,84.54
2551,internal,21.99,21.99
2552,internally,6.99,6.99
2553,international,99.99,99.99
2554,internationally,369.99,369.99
2555,interned,11.0,11.0
2556,internet,21.99,21.99
2557,interpersonal,4.5,4.5
2558,interpret,17.9,17.9
2559,interrupt,12.99,12.99
2560,interrupted,24.88,24.88
2561,interrupting,0.99,0.99
2562,interruption,5.0,5.0
2563,interruptions,75.0,75.0
2564,interview,7.0,7.0
2565,interviewed,22.0,22.0
2566,interviewing,0.99,0.99
2567,interviews,23.99,23.99
2568,intimidates,45.0,45.0
2569,into,4.26,4.26
2570,introduce,14.5,14.5
2571,introduced,25.0,25.0
2572,introduces,14.67,14.67
2573,introducing,,
2574,introverted,6.18,6.18
2575,invalid,29.99,29.99
2576,invasion,4.49,4.49
2577,invented,4.39,4.39
2578,inventory,3600.0,3600.0
2579,invest,9.99,9.99
2580,invested,15.54,15.54
2581,investigate,4.8,4.8
2582,investigative,20.99,20.99
2583,investing,2.99,2.99
2584,investment,499.0,499.0
2585,investments,15.94,15.94
2586,investor,1.49,1.49
2587,investors,99.99,99.99
2588,invite,11.99,11.99
2589,invites,9.15,9.15
2590,inviting,0.99,0.99
2591,invoice,19.75,19.75
2592,involved,6.69,6.69
2593,involves,16.99,16.99
2594,ironically,$3.5,3.5
2595,irresistible,13.25,13.25
2596,is,24.0,24.0
2597,isis,26.39,26.39
2598,island,159.99,159.99
2599,isn't,,
2600,issue,39.99,39.99
2601,issued,158.0,158.0
2602,issues,7.95,7.95
2603,it,10.49,10.49
2604,it'd,15.94,15.94
2605,it'll,,
2606,it's,8.99,8.99
2607,item,27.54,27.54
2608,iterate,7.13,7.13
2609,its,11.99,11.99
2610,itself,0.99,0.99
2611,jade,30.0,30.0
2612,jagged,7.8,7.8
2613,jail,22.99,22.99
2614,jest,8.23,8.23
2615,jewelry,5.99,5.99
2616,job,7.68,7.68
2617,jobs,4.49,4.49
2618,jog,54.95,54.95
2619,jogged,8.0,8.0
2620,jogger,19.99,19.99
2621,jogging,17.5,17.5
2622,join,52.9,52.9
2623,joined,$45.0,45.0
2624,joining,7.99,7.99
2625,joins,6.5,6.5
2626,joint,17.95,17.95
2627,joke,6.94,6.94
2628,jotting,3.98,3.98
2629,journal,12.99,12.99
2630,journalist,14.99,14.99
2631,journalists,9.75,9.75
2632,journey,10.56,10.56
2633,journeys,14.99,14.99
2634,joy,36.99,36.99
2635,judgement,21.99,21.99
2636,judgment,21.99,21.99
2637,jumbo,174.99,174.99
2638,jump,117.45,117.45
2639,jumped,$198000.0,198000.0
2640,jumping,"['$3.0', '$8.0', '$8.0', '$8.0', '$8.0', '$10.0', '$11.0', '$13.0', '$13.0', '$14.0', '$15.0', '$15.99', '$16.0', '$17.0', '$17.0', '$20.0', '$21.0', '$21.0', '$21.0', '$25.0', '$99.0', '$107.0']",22.31772727272727
2641,juniper,149.99,149.99
2642,junk,19.99,19.99
2643,just,40.0,40.0
2644,justices,55.0,55.0
2645,justify,6.5,6.5
2646,justifying,10.15,10.15
2647,justin,85.0,85.0
2648,keep,5.0,5.0
2649,keeping,18.99,18.99
2650,keeps,11.95,11.95
2651,kept,8.4,8.4
2652,key,17.47,17.47
2653,keys,14.99,14.99
2654,kick,64.24,64.24
2655,kicked,4.49,4.49
2656,kicking,35.99,35.99
2657,kicks,69.99,69.99
2658,kid,"['$2.0', '$14.0', '$24.99', '$27.99', '$50.0', '$50.0', '$50.0']",31.282857142857146
2659,kidding,17.0,17.0
2660,kids,11.99,11.99
2661,kill,15.95,15.95
2662,killed,14.99,14.99
2663,killer,31.19,31.19
2664,killing,3.98,3.98
2665,kills,"['$1.93', '$3.1']",2.515
2666,kind,12.99,12.99
2667,kinda,26.0,26.0
2668,kinds,4.01,4.01
2669,king,66.74,66.74
2670,kiss,24.01,24.01
2671,kissed,5.69,5.69
2672,kisses,21.99,21.99
2673,kitchen,15.99,15.99
2674,knees,7.98,7.98
2675,knew,9.99,9.99
2676,knife,8.94,8.94
2677,knit,11.9,11.9
2678,knives,8.94,8.94
2679,knock,19.99,19.99
2680,knocked,16.97,16.97
2681,know,4.99,4.99
2682,knowing,41.46,41.46
2683,knowledge,17.81,17.81
2684,known,"['$1.0', '$810.06']",405.53
2685,knows,18.0,18.0
2686,knuckle,10.98,10.98
2687,kudos,6.99,6.99
2688,l,"['$1.25 ', ' $2.5 ', ' $24.7 ', ' $340.0 ', ' $410.0']",155.69
2689,lab,"['$1.0', '$1.0', '$3.0', '$3.0', '$4.0', '$4.0', '$18.51', '$22.25', '$39.97', '$44.51', '$60.71', '$67.4', '$79.88', '$91.59', '$100.0', '$100.0', '$116.26', '$120.55', '$169.33', '$263.0', '$263.0']",74.90285714285714
2690,labor,2.95,2.95
2691,labs,64.99,64.99
2692,lack,,
2693,lacking,570.0,570.0
2694,lacks,4.06,4.06
2695,laden,30.0,30.0
2696,ladies,219.99,219.99
2697,lady,7.99,7.99
2698,lamb,29.0,29.0
2699,land,196.53,196.53
2700,landing,13.99,13.99
2701,landscape,"['$1.0', '$1.0', '$2.0', '$2.0', '$3.0', '$3.0', '$3.0', '$3.0', '$3.0', '$4.0', '$4.0', '$4.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$6.0', '$7.0', '$10.0', '$12.0', '$12.0', '$14.0', '$15.0', '$15.0', '$15.0', '$15.0', '$20.0', '$20.0', '$30.0', '$30.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$50.0', '$75.0', '$100.0', '$100.0', '$125.0', '$150.0', '$200.0', '$220.0', '$320.0', '$500.0', '$700.0', '$700.0', '$1500.0', '$14000.0']",385.38
2702,language,38.0,38.0
2703,languages,7.88,7.88
2704,lap,"['$1.0', '$42.99', '$200.0', '$299.0', '$350.0', '$350.0', '$369.0', '$400.0', '$439.0', '$450.0', '$465.0', '$500.0', '$500.0', '$500.0', '$500.0', '$599.0', '$600.0', '$700.0', '$749.99', '$850.0', '$899.0', '$959.0', '$972.0', '$999.0']",528.9158333333334
2705,large,14.99,14.99
2706,larger,15.0,15.0
2707,largest,8.99,8.99
2708,last,40.0,40.0
2709,lasted,396.98,396.98
2710,lastly,14.62,14.62
2711,lasts,40.0,40.0
2712,late,22.99,22.99
2713,later,"['$2.0', '$2.0', '$5.0', '$5.0', '$9.0', '$9.0', '$20.0', '$20.0', '$50.0', '$50.0']",17.2
2714,latest,"['$2.0', '$2.75', '$3.0']",2.583333333333333
2715,laugh,0.99,0.99
2716,laughing,7.95,7.95
2717,launch,429.0,429.0
2718,launched,12.0,12.0
2719,law,12.99,12.99
2720,lawn,7.29,7.29
2721,lawns,42.9,42.9
2722,laws,25.52,25.52
2723,lawyer,89.99,89.99
2724,lawyers,35.0,35.0
2725,lay,24.99,24.99
2726,layer,12.0,12.0
2727,layers,5.95,5.95
2728,lazy,,
2729,lead,20.99,20.99
2730,leader,10.75,10.75
2731,leaders,7.99,7.99
2732,leadership,0.99,0.99
2733,leading,12.99,12.99
2734,leads,12.07,12.07
2735,league,7.99,7.99
2736,lean,13.0,13.0
2737,leap,,
2738,learn,2.49,2.49
2739,learned,19.08,19.08
2740,learning,11.49,11.49
2741,learnt,19.13,19.13
2742,least,43.9,43.9
2743,leave,18.45,18.45
2744,leaves,13.99,13.99
2745,leaving,22.0,22.0
2746,lecturing,,
2747,led,15.53,15.53
2748,ledger,53.0,53.0
2749,lee,17.91,17.91
2750,leeway,30.0,30.0
2751,left,139.99,139.99
2752,leftist,25.0,25.0
2753,leg,5.95,5.95
2754,legacy,134.99,134.99
2755,legal,"['$1.0', '$1.0', '$50.0', '$50.0', '$100.0', '$150.0', '$255.0', '$300.0', '$375.0', '$400.0', '$520.0', '$600.0']",233.5
2756,legally,4.39,4.39
2757,legend,9.53,9.53
2758,legged,245.0,245.0
2759,legs,,
2760,leisure,18.99,18.99
2761,lemme,12.99,12.99
2762,lend,125.0,125.0
2763,lending,9.99,9.99
2764,length,120.99,120.99
2765,less,4.14,4.14
2766,lesson,19.48,19.48
2767,lessons,10.21,10.21
2768,let,25.22,25.22
2769,let's,39.99,39.99
2770,lets,49.89,49.89
2771,letter,9.34,9.34
2772,letters,"['$0.15', '$0.15', '$0.2', '$0.2', '$0.21', '$0.35', '$0.35', '$0.35', '$0.44', '$0.5', '$0.55', '$0.55', '$0.7', '$0.8', '$0.98', '$1.0', '$1.0', '$1.0', '$1.2']",0.5621052631578948
2773,letting,4.14,4.14
2774,level,,
2775,levels,,
2776,lever,"['$3.0', '$125.0']",64.0
2777,leverage,15.23,15.23
2778,leveraged,,
2779,leveraging,4.09,4.09
2780,liabilities,13.95,13.95
2781,liability,8.95,8.95
2782,liberated,18.0,18.0
2783,liberating,4.49,4.49
2784,library,200.0,200.0
2785,license,10.95,10.95
2786,licenses,14.99,14.99
2787,lie,"['$4.13', '$21.0']",12.565
2788,lieutenant,29.75,29.75
2789,life,10.99,10.99
2790,life's,46.99,46.99
2791,lifestyle,59.95,59.95
2792,lifetime,1.75,1.75
2793,lift,1399.99,1399.99
2794,lifting,12.99,12.99
2795,light,"['$0.0', '$0.03', '$0.1', '$1.25', '$1.83', '$2.5', '$10.95', '$20.0', '$50.0', '$50.0', '$300.0']",39.69636363636364
2796,lighting,49.49,49.49
2797,lightning,11.99,11.99
2798,like,9.95,9.95
2799,liked,7.16,7.16
2800,likely,18.0,18.0
2801,likes,10.95,10.95
2802,limbo,9.16,9.16
2803,limes,745.0,745.0
2804,limit,29.99,29.99
2805,limitation,349.99,349.99
2806,limited,83.95,83.95
2807,line,4.4,4.4
2808,lineage,80.0,80.0
2809,linear,42.71,42.71
2810,linearly,82.09,82.09
2811,lined,30.44,30.44
2812,lines,14.39,14.39
2813,lining,"['$200.0', '$250.0']",225.0
2814,link,6.99,6.99
2815,linked,9.95,9.95
2816,lion,32.99,32.99
2817,lip,38.85,38.85
2818,lips,8.99,8.99
2819,liquid,30.98,30.98
2820,liquidity,12.99,12.99
2821,list,0.99,0.99
2822,listed,125.0,125.0
2823,listen,,
2824,listened,8.64,8.64
2825,listeners,6.99,6.99
2826,listening,13.55,13.55
2827,listing,0.99,0.99
2828,lists,3.84,3.84
2829,lit,39.95,39.95
2830,literacy,3.93,3.93
2831,literal,24.0,24.0
2832,literally,5.98,5.98
2833,litmus,4.99,4.99
2834,litter,9.4,9.4
2835,little,1.99,1.99
2836,live,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$11.74', '$19.03', '$870.0']",82.61545454545455
2837,lived,10.32,10.32
2838,lives,8.97,8.97
2839,living,5.0,5.0
2840,loads,19.99,19.99
2841,loan,6.0,6.0
2842,loans,3.5,3.5
2843,loaves,24.99,24.99
2844,lobby,9.99,9.99
2845,local,6.5,6.5
2846,location,18.59,18.59
2847,lock,10.2,10.2
2848,log,259.0,259.0
2849,logic,6.97,6.97
2850,logical,21.87,21.87
2851,logically,26.98,26.98
2852,lone,18.99,18.99
2853,lonely,21.58,21.58
2854,loner,28.0,28.0
2855,long,11.9,11.9
2856,longer,28.99,28.99
2857,longevity,9.99,9.99
2858,longtime,68.96,68.96
2859,look,990.0,990.0
2860,looked,2.75,2.75
2861,looking,6.94,6.94
2862,looks,18.99,18.99
2863,looming,7.99,7.99
2864,loopholes,8.75,8.75
2865,loose,11.9,11.9
2866,lose,15.9,15.9
2867,loser,$25.0,25.0
2868,losers,19.96,19.96
2869,losing,11.12,11.12
2870,loss,14.95,14.95
2871,losses,1.59,1.59
2872,lost,9.57,9.57
2873,lot,7.95,7.95
2874,lots,6.29,6.29
2875,lottery,2.99,2.99
2876,loud,17.29,17.29
2877,lounge,49.99,49.99
2878,lousy,11.24,11.24
2879,love,5.21,5.21
2880,loved,3.72,3.72
2881,lovely,14.84,14.84
2882,loves,65.0,65.0
2883,loving,9.99,9.99
2884,low,35.99,35.99
2885,lower,133.95,133.95
2886,lowest,2.0,2.0
2887,lows,2.03,2.03
2888,loyal,12.0,12.0
2889,luck,10.99,10.99
2890,lucky,11.98,11.98
2891,lunch,15.49,15.49
2892,lunches,161.49,161.49
2893,lungs,19.05,19.05
2894,luxury,13.99,13.99
2895,lycra,"['$10.7', '$16.0', '$16.0', '$49.0']",22.925
2896,lying,1.64,1.64
2897,mace,18.78,18.78
2898,machine,269.99,269.99
2899,machines,615.0,615.0
2900,macro,58.93,58.93
2901,made,21.98,21.98
2902,mafia,10.79,10.79
2903,magazine,17.98,17.98
2904,magic,86.99,86.99
2905,magical,19.99,19.99
2906,magically,28.0,28.0
2907,magician,6.85,6.85
2908,magicians,"['$0.99', '$2.0', '$8.69', '$10.0', '$33.0', '$33.27', '$49.0', '$55.0', '$150.0', '$200.0', '$250.0', '$250.0', '$250.0', '$280.0', '$300.0', '$450.0', '$500.0']",165.99705882352941
2909,magnet,10.95,10.95
2910,mail,17.99,17.99
2911,mails,5.98,5.98
2912,main,68.99,68.99
2913,mainframe,486.95,486.95
2914,mainly,10.99,10.99
2915,mainstream,9.99,9.99
2916,maintain,14.99,14.99
2917,maintaining,3.53,3.53
2918,major,21.99,21.99
2919,majority,"['$2.6', '$4.18']",3.39
2920,make,6.99,6.99
2921,makers,35.95,35.95
2922,makes,17.55,17.55
2923,making,"['$10.0', '$20.0']",15.0
2924,male,28.99,28.99
2925,mall,1.99,1.99
2926,malls,309.0,309.0
2927,man,20.99,20.99
2928,man's,19.99,19.99
2929,manage,4.49,4.49
2930,managed,44.99,44.99
2931,management,19.99,19.99
2932,manager,1.99,1.99
2933,manages,45.0,45.0
2934,managing,1.99,1.99
2935,manifest,12.99,12.99
2936,manner,400.0,400.0
2937,manners,400.0,400.0
2938,manors,17.25,17.25
2939,manual,37.5,37.5
2940,manufacture,39.95,39.95
2941,manufacturer,279.99,279.99
2942,manufacturing,500000.0,500000.0
2943,many,14.95,14.95
2944,mapped,"['$50.0', '$50.0']",50.0
2945,mapping,199.99,199.99
2946,maria,$1616.0,1616.0
2947,marine,38.99,38.99
2948,mark,6.0,6.0
2949,markdown,12.99,12.99
2950,market,8.0,8.0
2951,marketers,"['$0.1', '$0.39', '$0.5', '$1.19', '$2.0', '$5.0', '$5.95', '$5.95', '$5.95', '$5.95', '$9.95', '$10.0', '$50.0', '$60.0', '$70.0', '$100.0', '$250.0', '$300.0', '$640.0']",80.15421052631578
2952,marketing,10.99,10.99
2953,marketplace,17.47,17.47
2954,markets,16.7,16.7
2955,marriage,4.09,4.09
2956,marriages,4.49,4.49
2957,married,7.99,7.99
2958,marry,7.99,7.99
2959,martial,20.0,20.0
2960,marvel,10.0,10.0
2961,mask,15.95,15.95
2962,masks,6.99,6.99
2963,mass,35.99,35.99
2964,massage,28.95,28.95
2965,massive,"['$17.0', '$26.0']",21.5
2966,massively,5.0,5.0
2967,master,36.98,36.98
2968,master's,34.99,34.99
2969,mastering,1699.99,1699.99
2970,mastermind,395.0,395.0
2971,masters,14.95,14.95
2972,mastery,14.09,14.09
2973,material,"['$0.18', '$0.19', '$93.0', '$101.0']",48.5925
2974,materials,13.95,13.95
2975,math,9.99,9.99
2976,matter,8.97,8.97
2977,matters,8.97,8.97
2978,mature,8.97,8.97
2979,maven,180.5,180.5
2980,max,29.99,29.99
2981,maximize,15.95,15.95
2982,maximizes,10.95,10.95
2983,maximum,$0.44,0.44
2984,may,349.99,349.99
2985,maybe,25.72,25.72
2986,mayor,13.95,13.95
2987,maze,29.04,29.04
2988,mb,96.0,96.0
2989,me,26.0,26.0
2990,meal,3.99,3.99
2991,meals,15.0,15.0
2992,mean,3.96,3.96
2993,meaning,4.09,4.09
2994,meaningful,24.99,24.99
2995,means,12.99,12.99
2996,meant,5.48,5.48
2997,measure,6.95,6.95
2998,measured,14.79,14.79
2999,measuring,,
3000,meat,35.77,35.77
3001,mechanical,19.99,19.99
3002,mechanism,6.27,6.27
3003,media,29.99,29.99
3004,medical,13.89,13.89
3005,mediocrity,18.99,18.99
3006,meditate,3.99,3.99
3007,meditating,34.99,34.99
3008,meditation,3.99,3.99
3009,medium,14.99,14.99
3010,meet,15.7,15.7
3011,meeting,249.99,249.99
3012,meetings,16.99,16.99
3013,member,18.99,18.99
3014,members,5.95,5.95
3015,membership,4.88,4.88
3016,memoir,3.87,3.87
3017,memoirs,1.5,1.5
3018,memories,29.99,29.99
3019,memory,30.0,30.0
3020,men,20.99,20.99
3021,menswear,30.0,30.0
3022,mental,37.5,37.5
3023,mentalities,12.66,12.66
3024,mentality,40.0,40.0
3025,mentally,"['$2.5', '$3.0', '$4.0', '$5.0', '$6.0', '$7.0', '$8.0', '$16.0', '$187.8', '$193.2', '$400.0']",75.68181818181819
3026,mention,4.78,4.78
3027,mentioned,99.0,99.0
3028,mentor,1.25,1.25
3029,mentored,19.95,19.95
3030,mentoring,"['$1.0', '$1.0', '$3.0', '$12.7', '$14.27', '$16.79', '$34.0', '$49.0', '$50.0']",20.195555555555554
3031,mentors,19.99,19.99
3032,mercenary,109.99,109.99
3033,merchandise,17.99,17.99
3034,merchandising,17.99,17.99
3035,merchant,19.99,19.99
3036,merchants,24.97,24.97
3037,meshed,24.95,24.95
3038,mess,13.95,13.95
3039,message,10.97,10.97
3040,messages,19.76,19.76
3041,messed,17.48,17.48
3042,messengers,,
3043,messy,5.05,5.05
3044,met,4.7,4.7
3045,metal,4.95,4.95
3046,metals,44.95,44.95
3047,metaphor,0.99,0.99
3048,method,14.99,14.99
3049,metric,13.99,13.99
3050,metrics,54.88,54.88
3051,microphone,16.99,16.99
3052,mid,140.0,140.0
3053,middle,9.0,9.0
3054,midnight,9.99,9.99
3055,might,2.93,2.93
3056,migrated,5.99,5.99
3057,mile,9.99,9.99
3058,miles,9.99,9.99
3059,milestone,45.0,45.0
3060,military,12.86,12.86
3061,milk,39.99,39.99
3062,mill,2549.99,2549.99
3063,million,44.54,44.54
3064,millionaire,69.99,69.99
3065,millionaire's,17.95,17.95
3066,millionaires,17.95,17.95
3067,millions,"['$1.0', '$1.0', '$1.0', '$1.53', '$2.0', '$2.0', '$2.0', '$2.0', '$2.0', '$3.0', '$5.0', '$210.1', '$221.8', '$266.0', '$274.0', '$277.0', '$277.0']",91.08411764705882
3068,mind,7.99,7.99
3069,minds,13.99,13.99
3070,mine,124.0,124.0
3071,miners,44.0,44.0
3072,minimal,9.95,9.95
3073,minimum,17.5,17.5
3074,mining,13.49,13.49
3075,minor,2.95,2.95
3076,minorities,28.0,28.0
3077,mint,7.95,7.95
3078,minute,18.0,18.0
3079,minutes,25.99,25.99
3080,miracle,54.5,54.5
3081,miraculously,45.0,45.0
3082,misconception,9.99,9.99
3083,misconstrue,,
3084,miserable,3.97,3.97
3085,misinterpret,9.48,9.48
3086,miss,22.99,22.99
3087,misses,22.99,22.99
3088,missing,64.0,64.0
3089,mission,24.95,24.95
3090,mistake,0.99,0.99
3091,mistaken,1.0,1.0
3092,mistakes,10.5,10.5
3093,misunderstood,8.0,8.0
3094,mix,8.19,8.19
3095,mixed,2.99,2.99
3096,mixing,62.99,62.99
3097,mobile,154.89,154.89
3098,model,21.25,21.25
3099,modeled,43.89,43.89
3100,models,21.25,21.25
3101,modern,93.99,93.99
3102,modernized,7.99,7.99
3103,modest,17.99,17.99
3104,modify,44.0,44.0
3105,molded,14.95,14.95
3106,mom,7.99,7.99
3107,mom's,32.99,32.99
3108,moment,69.95,69.95
3109,moments,"['$2.0', '$60.0', '$300.0', '$600.0']",240.5
3110,momentum,169.99,169.99
3111,mommy,7.39,7.39
3112,monetary,45.0,45.0
3113,money,0.99,0.99
3114,money's,235.0,235.0
3115,monies,525.0,525.0
3116,monopoly,19.99,19.99
3117,month,34.99,34.99
3118,monthly,16.95,16.95
3119,months,12.79,12.79
3120,moon,16.99,16.99
3121,mop,5.99,5.99
3122,moral,6.98,6.98
3123,morally,1.32,1.32
3124,more,47.0,47.0
3125,morning,26.48,26.48
3126,moronic,"['$1.0', '$470.0']",235.5
3127,mortgage,2.0,2.0
3128,mortgages,4.39,4.39
3129,most,134.99,134.99
3130,mostly,13.95,13.95
3131,mother,"['$5.0', '$10.0', '$90.0', '$100.0', '$100.0', '$125.0', '$130.0', '$200.0']",95.0
3132,motions,13.0,13.0
3133,motivate,14.8,14.8
3134,motivated,12.99,12.99
3135,motivates,4.09,4.09
3136,motivation,9.99,9.99
3137,motivational,9.99,9.99
3138,motivator,9.99,9.99
3139,motive,53.9,53.9
3140,motives,1.5,1.5
3141,mountain,"['$25.0', '$42.0', '$70.0']",45.66666666666666
3142,mouths,5.99,5.99
3143,move,13.99,13.99
3144,moved,4.49,4.49
3145,movement,36.94,36.94
3146,movements,36.94,36.94
3147,moves,26.55,26.55
3148,movie,2.0,2.0
3149,movies,1.95,1.95
3150,moving,29.45,29.45
3151,mowing,25.95,25.95
3152,mr,6.5,6.5
3153,much,22.9,22.9
3154,multiple,9.99,9.99
3155,multiplied,34.0,34.0
3156,multiply,2.75,2.75
3157,mum,6.49,6.49
3158,mundane,20.5,20.5
3159,muscle,8.75,8.75
3160,muscles,28.95,28.95
3161,must,21.99,21.99
3162,mutual,1.46,1.46
3163,mutually,20.99,20.99
